recordid,company,occurence,award_year,award_amount
172056,Amcomp Corp.,1,1992,49143
172057,"Amerasia Technology, Inc.",5,1992,246123
172058,American Biomed Inc,1,1992,49900
172060,American Composite Technology,2,1992,49672
172063,American Power Jet Company,3,1992,49976
172064,American Process Design Inc,1,1992,50000
172065,American Research Corporation of Virginia,9,1992,48540
172067,American Research Corporation of Virginia,9,1992,48544
172070,American Research Corporation of Virginia,9,1992,50000
172075,Amparo Corp.on,3,1992,50000
172097,"Apa Optics, Inc.",6,1992,499978
172076,"Anacapa Sciences, Inc.",3,1992,50000
172078,Analytek Limited,2,1992,50000
172079,Analytical Instrument Systems Inc,1,1992,49998
172081,"Anamet Laboratorytories, In",4,1992,49917
172085,"Anro Engineering, Inc.",6,1992,400000
172086,"Anro Engineering, Inc.",6,1992,50653
172087,"Anro Engineering, Inc.",6,1992,54908
172090,Antek,1,1992,45520
172091,Anthos,1,1992,49912
172092,"Anver Bioscience Design, Inc.",2,1992,50000
172093,Anvik Corporation,4,1992,49505
172094,"Apa Optics, Inc.",6,1992,49945
172095,"Apa Optics, Inc.",6,1992,49987
172096,"Apa Optics, Inc.",6,1992,49997
172098,"Apa Optics, Inc.",6,1992,500000
172099,"Apa Optics, Inc.",6,1992,49586
172100,"Apa Optics, Inc.",6,1992,249713
172101,"Apa Optics, Inc.",6,1992,49938
172102,"Apa Optics, Inc.",6,1992,48791
172105,Apeldyn Corp.,2,1992,49832
172107,Apogee Corp.,1,1992,50000
172108,Applications Express Inc,1,1992,30000
172109,Applications Resources Inc,4,1992,50000
172194,"BEND RESEARCH, INC.",4,1992,248207
172110,Applied Biomathematics Inc,1,1992,49975
172111,Applied Biomathematics Inc,1,1992,49764
172112,Applied Biomathematics Inc,1,1992,48971
172113,Applied Biomathematics Inc,1,1992,168078
172114,Applied Decision Analysis Inc,1,1992,49631
181883,Aerochem Research,3,1989,77500
172115,"Applied Genetics, Inc.",1,1992,500000
172117,"Applied Logic Systems, Inc.",4,1992,48977
172118,"Applied Pulse Power, Inc.",1,1992,49738
172123,"Applied Research Associates, Inc.",6,1992,224935
175976,"Cytotherapeutics, Inc.",1,1991,50000
172938,FLORIDA MAXIMA CORP,3,1992,49946
172125,"Applied Research Associates, Inc.",6,1992,631288
172129,"Applied Science and Technology,LLC",4,1992,50000
172130,"Applied Science and Technology,LLC",4,1992,50000
172131,Applied Sciences Inc.,7,1992,50003
185056,Ceramics Process Systems,1,1988,50000
172147,Arcanum Corp.,2,1992,49907
172132,Applied Sciences Inc.,7,1992,51976
172133,Applied Sciences Inc.,7,1992,50000
172135,Applied Sciences Inc.,7,1992,51535
172136,Applied Sciences Inc.,7,1992,53045
172137,Applied Sciences Inc.,7,1992,74366
172140,Aquanautics Corp,5,1992,49993
172141,Aquanautics Corp,5,1992,49952
172142,Aquatech Services Inc.,1,1992,500000
172144,"Arbus, Inc.",3,1992,49909
172146,Arc Ventures Inc.,1,1992,200000
172148,Architectural Energy Corporati,2,1992,49999
172149,Argus Pharmaceuticals Inc,1,1992,49904
172150,Argus Pharmaceuticals Inc,1,1992,48158
172774,ELECTRONICS DEVELOPMENT CORP,2,1992,161754
172152,Arrowsmith Technologies Inc,1,1992,49844
172154,"Aspen Systems, Inc.",7,1992,54061
172157,"Assay Research, Inc.",1,1992,50000
172158,Associated Enterprises Inc.,1,1992,50000
172159,Asta-blu,1,1992,49752
172160,At Biochem,1,1992,49996
172161,Atkinson-noland Assoc. Inc.,1,1992,47331
172162,Atlantic Applied Research Corp,4,1992,49785
172164,Atss Inc.,3,1992,48764
172165,Atss Inc.,3,1992,493928
172166,"Audiofile, Inc.",1,1992,500000
172167,"Aug, Inc.",1,1992,50000
172169,Automated Analysis Corporation,3,1992,49883
172171,"Automated Control Systems,",1,1992,391891
173632,"METRATEK, INC.",3,1992,575000
172173,"Automatix, Inc.",3,1992,448084
172174,"Automatix, Inc.",3,1992,149423
172177,Avalon Integrated Services Cor,1,1992,49367
172399,CIENCIA INC,6,1992,50000
172179,Avoca Laboratorytories,3,1992,50000
172180,Avoca Laboratorytories,3,1992,50000
172182,Axiom Corp.,1,1992,50000
172185,Axon Medical Inc,1,1992,498964
173661,MO-SCI Corp.,5,1992,53523
172186,"BAKHTAR RESEARCH AND ENGINEERING, LLC",1,1992,553059
172189,"BARRON ASSOCIATES, INC.",5,1992,55028
172191,"BELTRAN, INC.",5,1992,50000
172192,"BELTRAN, INC.",5,1992,50000
172222,"BERKELEY RESEARCH ASSOC., INC.",6,1992,49989
172196,"BEND RESEARCH, INC.",4,1992,498012
172198,"BEND RESEARCH, INC.",4,1992,49934
172199,"BEND RESEARCH, INC.",4,1992,60667
172200,"BEND RESEARCH, INC.",4,1992,239272
172201,"BEND RESEARCH, INC.",4,1992,499402
172203,"BEND RESEARCH, INC.",4,1992,50000
172204,"BEND RESEARCH, INC.",4,1992,249977
172205,"BEND RESEARCH, INC.",4,1992,50000
172206,"BEND RESEARCH, INC.",4,1992,49700
172208,"BEND RESEARCH, INC.",4,1992,500000
172209,"BEND RESEARCH, INC.",4,1992,50000
172210,"BEND RESEARCH, INC.",4,1992,493602
172780,"ELTRON RESEARCH & DEVELOPMENT, INCORPORATED",6,1992,50000
172211,"BEND RESEARCH, INC.",4,1992,249680
172212,"BEND RESEARCH, INC.",4,1992,492117
172213,"BEND RESEARCH, INC.",4,1992,49953
172216,"BEND RESEARCH, INC.",4,1992,497646
182034,Atss Inc.,3,1989,749058
172217,"BENTHOS, INC.",3,1992,49834
172225,"BFE Acquisition Sub II, LLC",2,1992,51443
172218,"BENTHOS, INC.",3,1992,47643
172219,"BERKELEY RESEARCH ASSOC., INC.",6,1992,74766
172220,"BERKELEY RESEARCH ASSOC., INC.",6,1992,48839
172221,"BERKELEY RESEARCH ASSOC., INC.",6,1992,60890
172224,"BERKLEY APPLIED SCIENCE & ENGR, INC.",3,1992,351855
172228,"BIO-IMAGING RESEARCH, INC.",4,1992,497639
172230,"BIOCRYST PHARMACEUTICALS, INC.",1,1992,50000
172231,"BIODE, INC.",2,1992,50000
172233,"BIOELASTICS RESEARCH, LTD.",3,1992,41474
172235,BIOPURE CORPORATION,1,1992,49540
172236,"BIOTEK, INC.",2,1992,49918
172237,"BIOTEK, INC.",2,1992,49976
172240,"BIOTEK, INC.",2,1992,49993
172241,"BIOTEK, INC.",2,1992,49974
172243,"BKM,Inc.",2,1992,47186
172245,"BONNEVILLE SCIENTIFIC, INC.",4,1992,500000
172246,BONNIE WALKER AND ASSOCIATES,1,1992,500000
172248,"BORON BIOLOGICALS, INC.",1,1992,500000
172250,"BOULDER NONLINEAR SYSTEMS, INC.",4,1992,499870
172254,"Baldwin/mchugh Assoc., Inc.",1,1992,49200
172255,Ballena Systems Corp,3,1992,50000
172256,Baltimore Biotech Inc,1,1992,50000
172257,Baltimore Biotech Inc,1,1992,50000
181925,Altus Corp.,3,1989,500000
172258,Barr Assoc Inc,3,1992,464902
172261,"Barrett Technology, LLC",2,1992,499971
172263,Basic Bio Systems Inc,1,1992,50000
172265,Belmont Instrument Corp.,1,1992,356865
172269,"Beneficial Insectary, Inc.",1,1992,49497
172271,Berkeley Antibody Company,1,1992,200000
172273,Berkeley Antibody Company,1,1992,445448
193283,Pda Engineering,7,1985,49998
172274,"Bestech Group Of America,",2,1992,49846
172275,Binary Techniques Inc,1,1992,50000
172276,Bio Med Sciences Inc,1,1992,50000
172277,"Bio-molecular Technology, Inc.",1,1992,49461
172278,"Bio-technical Resources, L.p.",3,1992,498664
173986,Optech Laboratory,2,1992,49760
172280,"Bio-technical Resources, L.p.",3,1992,478200
172283,Bioeng Inc.,1,1992,50000
172284,Bioeng Inc.,1,1992,500000
172403,"CLARK-MXR, INC.",2,1992,48453
173273,Ilc Technology,1,1992,49082
172285,Bioeng Inc.,1,1992,50000
172286,Biofield Corpon,1,1992,50000
172287,"Bioindustrial Technologies, In",2,1992,49975
172289,Biological Components Corp,4,1992,49741
172290,Biological Components Corp,4,1992,48270
172292,Biological Research Faculty &,1,1992,50000
172293,Biological Research Faculty &,1,1992,50000
172294,"Biomarine Technologies, Inc.",1,1992,500000
172295,Biomat Corpon,1,1992,50000
172296,Biomatrix Inc.,2,1992,275427
172297,Biomechanics Institute,1,1992,50000
172299,Biomedical Development Corporation,1,1992,50000
172301,Biomol Research Laboratoryt,1,1992,50000
172302,Biopath Inc.,1,1992,49980
172303,Biopath Inc.,1,1992,50000
172304,Biophotonics Corporation,1,1992,374971
172306,"Bioquant, Inc.",1,1992,49993
172307,"Bioquant, Inc.",1,1992,498990
172308,Biosonics,1,1992,49900
172386,CFD RESEARCH CORP,6,1992,500000
172310,Biosynthesis Inc,1,1992,49931
172311,Biosystems Technologies Inc.,1,1992,215000
172312,Biotech Research Laboratory,1,1992,381682
172314,"Biotherm, Inc.",1,1992,500000
172315,Biotrol Inc,1,1992,49580
172316,"Biotronics Technologies, Inc.",4,1992,499707
172317,"Biotronics Technologies, Inc.",4,1992,520149
172318,Biowest Research,1,1992,258237
172319,Biowest Research,1,1992,50000
172320,Biphasics Inc,1,1992,45900
172414,"CONCEPTUAL MINDWORKS, INC.",1,1992,47355
172321,Birch And Davis Associates,1,1992,49952
172323,Boston Advanced Tech Inc.,1,1992,496500
172324,Boulder Innovative,1,1992,150000
172325,Boundary Technologies Inc,1,1992,481050
172326,Bozeman Bio-tech Inc.,1,1992,46899
172328,Brewer Science Incorporated,4,1992,50000
172329,Brewer Science Incorporated,4,1992,49875
172330,Brewer Science Incorporated,4,1992,249345
172333,Brookwood Biomedical,1,1992,50000
172336,Bunnell Inc,1,1992,500000
172337,Bunnell Inc,1,1992,45944
172338,"Busek Co., Inc.",4,1992,499097
172339,"Busek Co., Inc.",4,1992,79838
172369,"CCS ASSOCIATES, INC.",4,1992,62593
172341,"Busek Co., Inc.",4,1992,499991
172342,"Busek Co., Inc.",4,1992,73536
172343,"C-MOTION, INC.",1,1992,499897
172344,"C-MOTION, INC.",1,1992,500000
172345,"CALBIOMARINE TECHNOLOGIES, INC.",1,1992,35000
172346,"CALBIOMARINE TECHNOLOGIES, INC.",1,1992,49998
172347,"CALBIOMARINE TECHNOLOGIES, INC.",1,1992,500000
172348,"CALBIOMARINE TECHNOLOGIES, INC.",1,1992,50000
172349,"CALBIOMARINE TECHNOLOGIES, INC.",1,1992,50000
172380,CFD RESEARCH CORP,6,1992,500000
172350,"CALBIOMARINE TECHNOLOGIES, INC.",1,1992,50000
172352,"CAMBRIDGE ENVIRONMENTAL, INC.",2,1992,49680
172353,CAMBRIDGE NEUROSCIENCE,1,1992,50000
172354,CAMBRIDGE NEUROSCIENCE,1,1992,500000
172387,"CHANG INDUSTRY, INC.",4,1992,49998
172357,"CAMBRIDGE SCIENTIFIC, INC.",4,1992,500000
172358,"CAMBRIDGE SCIENTIFIC, INC.",4,1992,50000
172359,"CAMBRIDGE SCIENTIFIC, INC.",4,1992,50000
172360,"CAMBRIDGE SCIENTIFIC, INC.",4,1992,50000
172362,"CAMBRIDGE SCIENTIFIC, INC.",4,1992,50000
172363,CANDELA CORPORATION,3,1992,464721
172365,"CARNEGIE GROUP, INC.",4,1992,49712
172367,CARPENTER RESEARCH CORP.,2,1992,85000
172368,CASTLE TECHNOLOGY CORP.,4,1992,500000
172372,"CENTER FOR REMOTE SENSING, INC.",7,1992,258223
172373,"CENTER FOR REMOTE SENSING, INC.",7,1992,50000
172375,"CERAMPHYSICS, INC.",3,1992,413740
172376,"CERAMPHYSICS, INC.",3,1992,328959
172381,CFD RESEARCH CORP,6,1992,506494
172383,CFD RESEARCH CORP,6,1992,319119
172384,CFD RESEARCH CORP,6,1992,500000
172385,CFD RESEARCH CORP,6,1992,569789
173146,"Hawaii Biotech, Inc.",3,1992,50000
172394,CHIRP CORP.,4,1992,49999
172397,CIENCIA INC,6,1992,54282
172398,CIENCIA INC,6,1992,49527
172405,CLEVER FELLOWS INNOVATION CONSORTIUM,2,1992,479684
172407,"COHERENT TECHNOLOGIES, INC.",6,1992,49975
172409,"COMMUNICATION DISORDERS TECHNOLOGY, INC",2,1992,500000
172410,"COMMUNICATION DISORDERS TECHNOLOGY, INC",2,1992,49912
172411,"COMPACT DISC, INC.",1,1992,49967
172418,"CONDUCTUS, INC.",5,1992,253602
172419,"CONDUCTUS, INC.",5,1992,49868
173148,"Hawaii Biotech, Inc.",3,1992,50000
172927,"Exos, Inc.",3,1992,497531
172420,CONSULTANTS IN BEHAVIORAL RESEARCH,1,1992,49998
172422,CONTINUUM DYNAMICS INC,6,1992,499887
172423,"COR THERAPEUTICS, INC.",1,1992,500000
172429,CREARE LLC,10,1992,495000
172434,CREARE LLC,10,1992,50000
172436,CREARE LLC,10,1992,50000
172437,CREARE LLC,10,1992,498555
172438,CREARE LLC,10,1992,49918
172439,CREARE LLC,10,1992,49945
172440,CREARE LLC,10,1992,498510
172441,CREARE LLC,10,1992,499852
172442,CREARE LLC,10,1992,49972
172443,CREARE LLC,10,1992,555249
172444,CREARE LLC,10,1992,49302
172449,"CRYOMEDICAL SCIENCES, INC.",1,1992,50000
172450,"CRYOMEDICAL SCIENCES, INC.",1,1992,50000
172451,CRYSTAL RESEARCH,2,1992,415526
172457,Cadsa Inc.,1,1992,200000
172509,Charles Evans & Associates,3,1992,49936
172458,Caelum Research Corporation,3,1992,50000
172459,Caelum Research Corporation,3,1992,50000
172460,Caldon Inc,1,1992,50000
172468,Cambridge Hydrodyn Inc,3,1992,479800
172461,California Bio-marine Products,1,1992,50000
172483,Catalytica Inc.,1,1992,49750
172462,California Bio-marine Products,1,1992,250000
172463,"California Biotechnology, Inc.",1,1992,496634
172467,Cambridge Computer,1,1992,48044
172470,Cape Cod Research,7,1992,50000
172481,Carnot,1,1992,249695
172485,Cellco Inc,1,1992,48748
172487,Cemcom Research Associates Inc,5,1992,49970
172491,Cephalon Inc.,1,1992,366422
193376,R. A. I. Corp. (e. A. I. ),1,1985,46000
172492,"Ceracon, Inc.",4,1992,49979
172493,"Ceracon, Inc.",4,1992,500000
172494,"Ceracon, Inc.",4,1992,525000
172495,Ceramed Corporation,1,1992,48435
172498,Ceramem Corporation,1,1992,50000
172499,Ceramem Corporation,1,1992,50000
172501,"Ceramic Composites, Inc.",5,1992,76772
172502,"Ceramic Composites, Inc.",5,1992,50000
172503,Certek Corp.,1,1992,49942
172504,Charged Injection Corporation,3,1992,50000
173161,Heartland Organic Foods,1,1992,49994
172505,Charged Injection Corporation,3,1992,50000
172506,Charles Evans & Associates,3,1992,49563
172558,"Combustion Sciences, Inc.",1,1992,49520
172507,Charles Evans & Associates,3,1992,50000
172508,Charles Evans & Associates,3,1992,50000
172510,Charles Evans & Associates,3,1992,49987
172511,"Charles River Analytics, Inc.",7,1992,497806
172512,"Charles River Analytics, Inc.",7,1992,500000
172514,"Charles River Analytics, Inc.",7,1992,50000
193425,Rse Endex Joint Venture,1,1985,40000
172515,"Charles River Analytics, Inc.",7,1992,495200
172517,Checkmate Engineering,1,1992,468306
172551,Coleman Research Corp.,6,1992,48894
172519,"Chemat Technology, Inc.",5,1992,49258
172521,Chemgenes Corpon,1,1992,50000
172522,"Chemical & Metal Industries, I",1,1992,150000
172561,Communitech International,1,1992,44030
172523,Chemical Research Lab Of,1,1992,49838
172526,Chesterfield Family Practice,1,1992,48662
172544,Cns Technology,2,1992,50000
172527,Chromex Inc.,3,1992,50000
172528,Chromex Inc.,3,1992,49950
172532,"Ci Systems, Inc.",1,1992,50000
172533,"Cim Systems, Inc.",4,1992,49798
172600,Cryogenic Technical,1,1992,49826
172535,"Civilized Software, Inc.",2,1992,50000
172536,"Civilized Software, Inc.",2,1992,50000
172605,"Crystal Systems, Inc.",5,1992,49724
172537,"Civilized Software, Inc.",2,1992,50000
172578,Conceptual Systems & Software Inc,4,1992,49695
172538,"Civilized Software, Inc.",2,1992,460793
172539,"Civilized Software, Inc.",2,1992,49998
172540,Cj Laser Corp,2,1992,49713
172541,Climax Research Services,1,1992,49220
172543,"Cnr, Inc.",2,1992,49176
172546,"CoGenTex, Inc.",3,1992,488912
172547,Coal Tech Corp.,1,1992,50000
172548,Cogenics Inc,1,1992,49500
172549,Cognitive Systems Inc.,2,1992,243818
172550,Coherent Systems Inc.,1,1992,485100
172552,Coleman Research Corp.,6,1992,50156
172553,Coleman Research Corp.,6,1992,50579
172554,Coleman Research Corp.,6,1992,249988
172556,"Colla-tec, Inc.",1,1992,500000
172557,Columbia Cascade Inc.,1,1992,98240
172560,Commonwealth Computer,1,1992,50000
172562,"Compact Software, Inc.",3,1992,237348
172563,"Compeer, Inc.",2,1992,64237
172566,Compudrive Corp,2,1992,226338
172603,Crystal Associates Inc,4,1992,479172
172568,"Computational Biosciences, Inc",1,1992,50000
172571,Computational Mechan,4,1992,50000
172575,Computers And Concepts Associa,1,1992,491164
172577,Comstock Inc,1,1992,50000
172579,Conceptual Systems & Software Inc,4,1992,49999
172580,Conceptual Systems & Software Inc,4,1992,49687
172581,Conceptual Systems & Software Inc,4,1992,50000
172582,Conceptual Systems & Software Inc,4,1992,49999
172593,"Cosoft Designs, Inc.",2,1992,73084
172583,Conexus Inc.,2,1992,29957
172584,Connect,1,1992,30000
172585,"Constructive Solutions, Inc.",1,1992,49302
172586,Consultec Scientific,3,1992,50000
172587,"Continuous Molding, Inc.",1,1992,58993
172588,Control Techtronics Inc,1,1992,50000
172589,Convolve Inc.,1,1992,499950
172590,Copley Pharmaceutical Inc,1,1992,50000
172591,Corptland Cable Company,1,1992,340000
172592,Corvas Inc,2,1992,50000
193460,"SSG, Inc.",6,1985,344323
172594,Cousino Metal Products Inc.,2,1992,568145
172595,"Covofinish Co., Inc.",2,1992,49800
172598,"Crunch Software, Corp",1,1992,477019
172599,"Cryogenic Applications F, Inc.",1,1992,498900
176154,EMEC Consultants,1,1991,150000
172604,"Crystal Systems, Inc.",5,1992,50000
172608,Crystallume/edi,6,1992,49800
172609,Crystallume/edi,6,1992,496876
172611,Crystallume/edi,6,1992,50000
172612,Crystallume/edi,6,1992,66881
172613,Cushing Associates Inc,2,1992,50000
172614,Cvc Products,1,1992,50000
172615,Cybernet Systems Corporation,7,1992,499956
172616,Cybernet Systems Corporation,7,1992,495269
172620,Cybernet Systems Corporation,7,1992,50000
172621,Cybernet Systems Corporation,7,1992,246937
172623,Cygnus Imaging Corp.,1,1992,23980
172625,"Cynosure, Inc.",2,1992,45962
172685,Deacon Research,4,1992,50000
172628,"Cytodiagnostics, Inc.",1,1992,49999
172746,E BEAM INC,1,1992,418668
172629,Cytometrics Inc,1,1992,50000
172631,DAMILIC Corporation,4,1992,50000
172633,"DANIEL H. WAGNER ASSOCIATES, INCORPORATED",7,1992,49085
172635,"DANIEL H. WAGNER ASSOCIATES, INCORPORATED",7,1992,49965
172640,"DEEGAN RESEARCH GROUP, INC.",3,1992,249986
172641,"DEEGAN RESEARCH GROUP, INC.",3,1992,49946
172642,"DEFENSE RESEARCH TECHNOLOGIES, INC.",5,1992,499833
172645,DEKK-TEC INC,1,1992,49998
172747,E-tek Dynamics Inc.,6,1992,499954
172646,DEVELOSOFT CORP.,4,1992,55959
172647,DEVELOSOFT CORP.,4,1992,46753
172648,"DIGESTIVE CARE, INC.",1,1992,359504
172671,"Damaskos, Inc.",5,1992,50000
172652,"DIGITAL SYSTEM RESOURCES, INC.",2,1992,505524
172653,"DIVERSIFIED TECHNOLOGIES, INC.",2,1992,500000
172654,"DIVERSIFIED TECHNOLOGIES, INC.",2,1992,50618
172655,"DULY RESEARCH, INC.",1,1992,500000
186166,Myk Technology Inc,2,1988,49967
172658,"DYNAMICS TECHNOLOGY, INC.",7,1992,499931
172660,DYNATHERM CORP.,5,1992,66664
172661,"DYNETICS, INC.",7,1992,48593
172663,Daat Research,1,1992,49950
172664,Daat Research,1,1992,49970
174032,PHOTOGLASS,1,1992,145665
172687,Deacon Research,4,1992,50000
172665,"Daedalus Enterprises, Inc.",3,1992,531738
172673,Daniel H. Valles & Assoc.,1,1992,50000
172675,Data Fusion Corporation,4,1992,49301
186167,Myk Technology Inc,2,1988,50032
172677,"Datasonics, Inc.",3,1992,49900
172678,David M Dornbusch & Co Inc.,1,1992,155000
172679,Dawn Technologies Inc.,1,1992,247810
172682,Deacon Research,4,1992,993310
172683,Deacon Research,4,1992,499900
172684,Deacon Research,4,1992,622829
172688,Deacon Research,4,1992,500000
172693,"Decision Dynamics, Inc.",4,1992,49847
172717,Developmental Technologies,1,1992,50000
172694,Decision Systems Intl,2,1992,49442
172714,"Detector Technology, Inc.",1,1992,499078
172753,"EIC LABORATORIES, INC.",7,1992,499999
172695,Decision Systems Intl,2,1992,462325
172696,Decision Systems Intl,2,1992,50000
186168,Myk Technology Inc,2,1988,500000
172697,"Dedicated Electronics, Inc.",3,1992,468975
172698,"Deep Ocean Engineering, Inc.",1,1992,497761
172699,Deepsea Power & Light,1,1992,45227
172700,Defense Group Inc.,4,1992,49962
172767,"EIC LABORATORIES, INC.",7,1992,50000
172701,Dehan Engineering Numerics,1,1992,50000
172702,Delfin Systems,4,1992,49979
172703,Delfin Systems,4,1992,49988
172704,"Delta Data Systems, Inc.",2,1992,499905
172706,"Delta Information Systems, Inc.",3,1992,297088
182755,GENERAL SCIENCES INC,8,1989,71998
172707,"Delta Information Systems, Inc.",3,1992,418025
172709,Deltronic Crystal Indust Inc.,1,1992,198510
172710,"Deposition Sciences, Inc.",2,1992,438911
172711,"Dese Research, Inc.",4,1992,49589
172718,"Dexter Research Center, Inc.",1,1992,50000
172719,Diagnostic Intelligence Inc,1,1992,50000
172720,"Digital Instruments, Inc.",2,1992,300000
176166,ENSCO Inc,6,1991,49932
172722,Dimension Technologies Inc.,3,1992,49988
172723,Dimension Technologies Inc.,3,1992,496930
172724,"Dine Systems, Inc.",1,1992,50000
172725,"Dine Systems, Inc.",1,1992,50000
172726,Direct Measurement Corpon,1,1992,50000
172734,Dna Plant Technologi,1,1992,249572
172736,"Dragon Systems, Inc.",1,1992,49362
172737,Drake Engineering Inc,1,1992,50000
172739,Drug And Food Consultants,1,1992,50000
186169,Myk Technology Inc,2,1988,570000
172740,Druzgalaschreiercorp,1,1992,49998
172741,"Duncan Technologies, Inc.",3,1992,498373
172742,Dymax Corpon,1,1992,50000
172743,Dyna East Corp.,6,1992,480273
172745,"Dynacs Engineering Company,",3,1992,52157
172748,"EDVOTEK, INC.",1,1992,49533
172750,EERGC CORP.,5,1992,50000
